pocket_inchi,pocket_filename,protein_filename,representative,representative_name,protein_name,domain,organism,protein_code,chain_code,ligand_code,ligand_occupancy,int.protein_code,int.chain_code,int.protein_name,int.domain,int.organism
5rlf1A_003_______________,Pocket_003_5rlf1_1_A.pdb,5rlf1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLF,A, , , , , , , 
5rlf1A_002_______________,Pocket_002_5rlf1_1_A.pdb,5rlf1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLF,A, , , , , , , 
5rlf1A_001_______________,Pocket_001_5rlf1_1_A.pdb,5rlf1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLF,A, , , , , , , 
5rle1A_005_______________,Pocket_005_5rle1_1_A.pdb,5rle1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLE,A, , , , , , , 
5rle1A_004_______________,Pocket_004_5rle1_1_A.pdb,5rle1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLE,A, , , , , , , 
5rle1A_003_______________,Pocket_003_5rle1_1_A.pdb,5rle1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLE,A, , , , , , , 
5rle1A_002_______________,Pocket_002_5rle1_1_A.pdb,5rle1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLE,A, , , , , , , 
5rle1A_001_______________,Pocket_001_5rle1_1_A.pdb,5rle1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLE,A, , , , , , , 
5rld1A_005_______________,Pocket_005_5rld1_1_A.pdb,5rld1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLD,A, , , , , , , 
5rld1A_004_______________,Pocket_004_5rld1_1_A.pdb,5rld1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLD,A, , , , , , , 
5rld1A_003_______________,Pocket_003_5rld1_1_A.pdb,5rld1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLD,A, , , , , , , 
5rld1A_002_______________,Pocket_002_5rld1_1_A.pdb,5rld1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLD,A, , , , , , , 
5rld1A_001_______________,Pocket_001_5rld1_1_A.pdb,5rld1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLD,A, , , , , , , 
5rlc1A_005_______________,Pocket_005_5rlc1_1_A.pdb,5rlc1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLC,A, , , , , , , 
5rlc1A_004_______________,Pocket_004_5rlc1_1_A.pdb,5rlc1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLC,A, , , , , , , 
5rlc1A_003_______________,Pocket_003_5rlc1_1_A.pdb,5rlc1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLC,A, , , , , , , 
5rlc1A_002_______________,Pocket_002_5rlc1_1_A.pdb,5rlc1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLC,A, , , , , , , 
5rlc1A_001_______________,Pocket_001_5rlc1_1_A.pdb,5rlc1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLC,A, , , , , , , 
5rlb1A_005_______________,Pocket_005_5rlb1_1_A.pdb,5rlb1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLB,A,VVJ,1, , , , , 
5rlb1A_004_______________,Pocket_004_5rlb1_1_A.pdb,5rlb1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLB,A, , , , , , , 
5rlb1A_003_______________,Pocket_003_5rlb1_1_A.pdb,5rlb1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLB,A, , , , , , , 
5rlb1A_002_______________,Pocket_002_5rlb1_1_A.pdb,5rlb1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLB,A, , , , , , , 
5rlb1A_001_______________,Pocket_001_5rlb1_1_A.pdb,5rlb1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLB,A, , , , , , , 
5rl91A_010_______________,Pocket_010_5rl91_1_A.pdb,5rl91_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL9,A, , , , , , , 
5rl91A_009_______________,Pocket_009_5rl91_1_A.pdb,5rl91_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL9,A, , , , , , , 
5rl91A_008_______________,Pocket_008_5rl91_1_A.pdb,5rl91_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL9,A, , , , , , , 
5rl91A_007_______________,Pocket_007_5rl91_1_A.pdb,5rl91_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL9,A, , , , , , , 
5rl91A_006_______________,Pocket_006_5rl91_1_A.pdb,5rl91_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL9,A, , , , , , , 
5rl91A_005_______________,Pocket_005_5rl91_1_A.pdb,5rl91_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL9,A, , , , , , , 
5rl91A_004_______________,Pocket_004_5rl91_1_A.pdb,5rl91_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL9,A, , , , , , , 
5rl91A_003_______________,Pocket_003_5rl91_1_A.pdb,5rl91_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL9,A, , , , , , , 
5rl91A_002_______________,Pocket_002_5rl91_1_A.pdb,5rl91_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL9,A, , , , , , , 
5rl91A_001_______________,Pocket_001_5rl91_1_A.pdb,5rl91_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL9,A, , , , , , , 
5rl81B_006_______________,Pocket_006_5rl81_1_B.pdb,5rl81_1_B.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL8,B, , , , , , , 
5rl81B_005_______________,Pocket_005_5rl81_1_B.pdb,5rl81_1_B.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL8,B, , , , , , , 
5rl81B_004_______________,Pocket_004_5rl81_1_B.pdb,5rl81_1_B.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL8,B, , , , , , , 
5rl81B_003_______________,Pocket_003_5rl81_1_B.pdb,5rl81_1_B.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL8,B, , , , , , , 
5rl81B_002_______________,Pocket_002_5rl81_1_B.pdb,5rl81_1_B.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL8,B, , , , , , , 
5rl81B_001_______________,Pocket_001_5rl81_1_B.pdb,5rl81_1_B.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL8,B, , , , , , , 
5rl71B_008_______________,Pocket_008_5rl71_1_B.pdb,5rl71_1_B.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL7,B, , , , , , , 
5rl71B_007_______________,Pocket_007_5rl71_1_B.pdb,5rl71_1_B.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL7,B, , , , , , , 
5rl71B_006_______________,Pocket_006_5rl71_1_B.pdb,5rl71_1_B.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL7,B, , , , , , , 
5rl71B_005_______________,Pocket_005_5rl71_1_B.pdb,5rl71_1_B.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL7,B, , , , , , , 
5rl71B_004_______________,Pocket_004_5rl71_1_B.pdb,5rl71_1_B.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL7,B, , , , , , , 
5rl71B_003_______________,Pocket_003_5rl71_1_B.pdb,5rl71_1_B.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL7,B, , , , , , , 
5rl71B_002_______________,Pocket_002_5rl71_1_B.pdb,5rl71_1_B.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL7,B, , , , , , , 
5rl71B_001_______________,Pocket_001_5rl71_1_B.pdb,5rl71_1_B.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL7,B, , , , , , , 
5rl61A_007_______________,Pocket_007_5rl61_1_A.pdb,5rl61_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL6,A, , , , , , , 
5rl61A_006_______________,Pocket_006_5rl61_1_A.pdb,5rl61_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL6,A, , , , , , , 
5rl61A_005_______________,Pocket_005_5rl61_1_A.pdb,5rl61_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL6,A, , , , , , , 
5rl61A_004_______________,Pocket_004_5rl61_1_A.pdb,5rl61_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL6,A, , , , , , , 
5rl61A_003_______________,Pocket_003_5rl61_1_A.pdb,5rl61_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL6,A, , , , , , , 
5rl61A_002_______________,Pocket_002_5rl61_1_A.pdb,5rl61_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL6,A, , , , , , , 
5rl61A_001_______________,Pocket_001_5rl61_1_A.pdb,5rl61_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RL6,A, , , , , , , 
5rl51A_006_______________,Pocket_006_5rl51_1_A.pdb,5rl51_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL5,A, , , , , , , 
5rl51A_005_______________,Pocket_005_5rl51_1_A.pdb,5rl51_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL5,A, , , , , , , 
5rl51A_004_______________,Pocket_004_5rl51_1_A.pdb,5rl51_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL5,A, , , , , , , 
5rl51A_003_______________,Pocket_003_5rl51_1_A.pdb,5rl51_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL5,A, , , , , , , 
5rl51A_002_______________,Pocket_002_5rl51_1_A.pdb,5rl51_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL5,A,VEY,1, , , , , 
5rl51A_001_______________,Pocket_001_5rl51_1_A.pdb,5rl51_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL5,A, , , , , , , 
5rl41A_005_______________,Pocket_005_5rl41_1_A.pdb,5rl41_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL4,A, , , , , , , 
5rl41A_004_______________,Pocket_004_5rl41_1_A.pdb,5rl41_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL4,A, , , , , , , 
5rl41A_003_______________,Pocket_003_5rl41_1_A.pdb,5rl41_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL4,A, , , , , , , 
5rl41A_002_______________,Pocket_002_5rl41_1_A.pdb,5rl41_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL4,A,VEV,1, , , , , 
5rl41A_001_______________,Pocket_001_5rl41_1_A.pdb,5rl41_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL4,A, , , , , , , 
5rl31A_005_______________,Pocket_005_5rl31_1_A.pdb,5rl31_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL3,A, , , , , , , 
5rl31A_004_______________,Pocket_004_5rl31_1_A.pdb,5rl31_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL3,A, , , , , , , 
5rl31A_003_______________,Pocket_003_5rl31_1_A.pdb,5rl31_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL3,A, , , , , , , 
5rl31A_002_______________,Pocket_002_5rl31_1_A.pdb,5rl31_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL3,A,VEP,1, , , , , 
5rl31A_001_______________,Pocket_001_5rl31_1_A.pdb,5rl31_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL3,A, , , , , , , 
5rl21A_005_______________,Pocket_005_5rl21_1_A.pdb,5rl21_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL2,A, , , , , , , 
5rl21A_004_______________,Pocket_004_5rl21_1_A.pdb,5rl21_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL2,A, , , , , , , 
5rl21A_003_______________,Pocket_003_5rl21_1_A.pdb,5rl21_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL2,A, , , , , , , 
5rl21A_002_______________,Pocket_002_5rl21_1_A.pdb,5rl21_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL2,A,VEM,0.966, , , , , 
5rl21A_001_______________,Pocket_001_5rl21_1_A.pdb,5rl21_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL2,A, , , , , , , 
5rl11A_005_______________,Pocket_005_5rl11_1_A.pdb,5rl11_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL1,A, , , , , , , 
5rl11A_004_______________,Pocket_004_5rl11_1_A.pdb,5rl11_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL1,A, , , , , , , 
5rl11A_003_______________,Pocket_003_5rl11_1_A.pdb,5rl11_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL1,A, , , , , , , 
5rl11A_002_______________,Pocket_002_5rl11_1_A.pdb,5rl11_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL1,A,VEJ,1, , , , , 
5rl11A_001_______________,Pocket_001_5rl11_1_A.pdb,5rl11_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL1,A, , , , , , , 
5rl01A_005_______________,Pocket_005_5rl01_1_A.pdb,5rl01_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL0,A, , , , , , , 
5rl01A_004_______________,Pocket_004_5rl01_1_A.pdb,5rl01_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL0,A, , , , , , , 
5rl01A_003_______________,Pocket_003_5rl01_1_A.pdb,5rl01_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL0,A, , , , , , , 
5rl01A_002_______________,Pocket_002_5rl01_1_A.pdb,5rl01_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL0,A,VEG,1, , , , , 
5rl01A_001_______________,Pocket_001_5rl01_1_A.pdb,5rl01_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RL0,A, , , , , , , 
5rhf1A_006_______________,Pocket_006_5rhf1_1_A.pdb,5rhf1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHF,A, , , , , , , 
5rhf1A_005_______________,Pocket_005_5rhf1_1_A.pdb,5rhf1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHF,A, , , , , , , 
5rhf1A_004_______________,Pocket_004_5rhf1_1_A.pdb,5rhf1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHF,A,UPJ,1, , , , , 
5rhf1A_003_______________,Pocket_003_5rhf1_1_A.pdb,5rhf1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHF,A, , , , , , , 
5rhf1A_002_______________,Pocket_002_5rhf1_1_A.pdb,5rhf1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHF,A, , , , , , , 
5rhf1A_001_______________,Pocket_001_5rhf1_1_A.pdb,5rhf1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHF,A, , , , , , , 
5rhe1A_005_______________,Pocket_005_5rhe1_1_A.pdb,5rhe1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHE,A, , , , , , , 
5rhe1A_004_______________,Pocket_004_5rhe1_1_A.pdb,5rhe1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHE,A, , , , , , , 
5rhe1A_003_______________,Pocket_003_5rhe1_1_A.pdb,5rhe1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHE,A, , , , , , , 
5rhe1A_002_______________,Pocket_002_5rhe1_1_A.pdb,5rhe1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHE,A,UPD,0.65, , , , , 
5rhe1A_001_______________,Pocket_001_5rhe1_1_A.pdb,5rhe1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHE,A, , , , , , , 
5rhd1A_005_______________,Pocket_005_5rhd1_1_A.pdb,5rhd1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHD,A, , , , , , , 
5rhd1A_004_______________,Pocket_004_5rhd1_1_A.pdb,5rhd1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHD,A, , , , , , , 
5rhd1A_003_______________,Pocket_003_5rhd1_1_A.pdb,5rhd1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHD,A, , , , , , , 
5rhd1A_002_______________,Pocket_002_5rhd1_1_A.pdb,5rhd1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHD,A,US7,1, , , , , 
5rhd1A_001_______________,Pocket_001_5rhd1_1_A.pdb,5rhd1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHD,A, , , , , , , 
5rhc1A_005_______________,Pocket_005_5rhc1_1_A.pdb,5rhc1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHC,A, , , , , , , 
5rhc1A_004_______________,Pocket_004_5rhc1_1_A.pdb,5rhc1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHC,A, , , , , , , 
5rhc1A_003_______________,Pocket_003_5rhc1_1_A.pdb,5rhc1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHC,A, , , , , , , 
5rhc1A_002_______________,Pocket_002_5rhc1_1_A.pdb,5rhc1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHC,A, , , , , , , 
5rhc1A_001_______________,Pocket_001_5rhc1_1_A.pdb,5rhc1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHC,A,USA,1, , , , , 
5rhb1A_005_______________,Pocket_005_5rhb1_1_A.pdb,5rhb1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHB,A, , , , , , , 
5rhb1A_004_______________,Pocket_004_5rhb1_1_A.pdb,5rhb1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHB,A, , , , , , , 
5rhb1A_003_______________,Pocket_003_5rhb1_1_A.pdb,5rhb1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHB,A, , , , , , , 
5rhb1A_002_______________,Pocket_002_5rhb1_1_A.pdb,5rhb1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHB,A,USD,1, , , , , 
5rhb1A_001_______________,Pocket_001_5rhb1_1_A.pdb,5rhb1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHB,A, , , , , , , 
5rha1A_005_______________,Pocket_005_5rha1_1_A.pdb,5rha1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHA,A, , , , , , , 
5rha1A_004_______________,Pocket_004_5rha1_1_A.pdb,5rha1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHA,A, , , , , , , 
5rha1A_003_______________,Pocket_003_5rha1_1_A.pdb,5rha1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHA,A, , , , , , , 
5rha1A_002_______________,Pocket_002_5rha1_1_A.pdb,5rha1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHA,A,T8M,1, , , , , 
5rha1A_001_______________,Pocket_001_5rha1_1_A.pdb,5rha1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RHA,A, , , , , , , 
5rh91A_006_______________,Pocket_006_5rh91_1_A.pdb,5rh91_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RH9,A, , , , , , , 
5rh91A_005_______________,Pocket_005_5rh91_1_A.pdb,5rh91_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RH9,A, , , , , , , 
5rh91A_004_______________,Pocket_004_5rh91_1_A.pdb,5rh91_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RH9,A, , , , , , , 
5rh91A_003_______________,Pocket_003_5rh91_1_A.pdb,5rh91_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RH9,A, , , , , , , 
5rh91A_002_______________,Pocket_002_5rh91_1_A.pdb,5rh91_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RH9,A,UJ4,1, , , , , 
5rh91A_001_______________,Pocket_001_5rh91_1_A.pdb,5rh91_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,5RH9,A, , , , , , , 
